ID,TENURE,AGE,GENDER,NATIONALITY,AREA_CODE,STATE,REGION,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,OFFER_CD,OFFER_NAME,OFFER_TYPE,RELOAD_CD,RELOAD_CHANNEL,RELOAD_TYPE
S589,190,49,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,1,0.347201,0.000006,0,3.85,N,Y,?,5,?,?,?,5.17,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S590,16,50,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,14,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S591,23,50,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S592,15,50,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,N,12,?,0.403035,0,0,0,Y,N,10,?,?,?,16,?,33,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S593,41,50,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S594,25,51,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,5,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S595,44,51,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,34.99,?,4.057179,0,74.1,0,Y,N,60,?,?,?,57.99,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S596,136,51,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S597,20,51,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S598,71,51,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S599,85,51,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,12,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S600,35,51,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0.150783,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S601,154,51,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0.001228,0.00108,0,0,N,N,?,?,0.15,?,0.15,30,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S602,39,51,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0.809937,0.774502,0,0,N,N,?,?,?,?,?,?,3,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S603,29,51,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,Y,?,14.99,16.495431,20.243252,9.3,0.9667,N,Y,?,20,?,?,0.2,21.59,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S604,209,52,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0.000051,0,0,0,N,Y,?,5,?,2,2,2,10,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S605,202,52,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0.000532,2,9.45,N,N,?,?,?,?,2.65,2.86,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S606,70,52,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,2.2333,N,Y,?,5,?,?,?,0.78,0,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S607,234,52,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S608,60,52,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,Y,N,30,?,?,?,?,?,20,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S609,135,52,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S610,28,52,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,5,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S611,39,52,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S612,18,52,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,11/10/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,6,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S613,29,52,Female,Malaysia,9,PERAK,NORTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S614,22,52,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0.071485,0.000657,0,0,N,N,?,?,?,?,?,?,17,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S615,24,52,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,7.559696,0,0.1333,0,Y,N,20,?,2,0.2,7,0.2,7,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S616,19,52,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,N,N,?,?,0.000765,0.000068,0,0,Y,Y,1005,975,982,1000,1000,1000,2,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S617,107,52,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,N,N,?,?,0.302849,0,0.5,0,Y,N,25,?,?,?,?,?,18,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S618,22,52,Female,Malaysia,13,TERENGGANU,EASTERN,Active,Active,N,?,N,Y,?,15,0,2.736772,0,0,N,Y,?,10,?,?,?,15,0,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S619,14,53,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.000432,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S620,91,53,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,Y,1,1,?,?,30,30,4,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S621,45,53,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.000045,0.000017,0,0,Y,N,10,?,?,?,10,?,3,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S622,148,53,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S623,52,53,Female,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S624,229,53,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,29.98,29.98,0,0.005797,0,1.35,N,Y,?,10,?,?,?,33.03,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S625,16,53,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,Y,N,2,?,0.368739,0,2.0833,0,Y,N,5,?,?,?,3.4,?,35,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S626,47,53,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,27.98,?,18.520104,0,2.8,0,Y,N,70,?,2,?,85.47,?,21,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S627,22,53,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S628,30,53,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0.588773,0.656381,0,0.0667,N,N,?,?,?,?,?,0.3,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S629,33,54,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,16.658078,0,6.2333,0,Y,N,5,?,?,?,31.75,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S630,20,54,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.051574,0,0,0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S631,60,54,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S632,35,54,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,Y,4,12,7.127359,8.462155,3.9166,0,N,Y,?,30,?,?,19,25,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S633,25,54,Unspecified,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.267635,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S634,18,54,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,Y,Y,3,3,3.213032,5.84416,0,0.0333,Y,Y,20,5,?,?,16.2,8,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S635,51,54,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,14.99,?,0,1.229228,0,0,N,N,?,?,?,?,14.99,?,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S636,21,54,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.000408,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S637,23,54,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.354136,0.00013,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S638,151,54,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,4.240509,0,4.0333,N,N,?,?,?,?,?,3.03,11,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S639,54,55,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,8.058099,0.057658,0,0,Y,N,10,?,?,?,10,?,10,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S640,29,55,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,Y,Y,4,4,10.852779,11.507544,1.0333,0,Y,Y,25,10,3.49,?,14.39,10.8,2,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S641,86,55,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,2.443349,0.321085,1.2167,0,Y,Y,5,10,?,?,0.4,?,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S642,95,55,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0.1,N,N,?,?,?,?,?,0.3,8,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S643,44,55,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S644,34,55,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.000001,0,0,0,Y,N,15,?,?,?,20.86,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S645,34,55,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,Y,49.99,50,17.497154,28.445088,23.45,3.5667,Y,Y,60,30,?,?,61.99,50,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S646,235,56,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,5,?,?,?,?,?,2,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S647,32,56,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.00849,0,0,0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S648,111,56,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S649,141,56,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0.019996,0,0.2833,0,Y,N,10,?,?,?,0.32,?,17,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S650,40,56,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S651,33,56,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,Y,Y,10,10,10,9,10,9,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S652,26,56,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.000035,0.000027,0,0,N,N,?,?,?,?,?,?,12,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S653,209,56,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S654,58,56,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.020943,0.020902,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S655,46,56,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S656,77,56,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,1.148807,0.100466,0,0,Y,N,10,?,?,?,10,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S657,162,56,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.187471,0.001772,0,0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S658,25,56,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.088353,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S659,33,56,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,N,N,?,?,5.038783,8.786725,97.85,145.9834,Y,N,30,?,?,?,0.2,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S660,28,57,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.004589,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S661,117,57,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,27.98,27.98,0,0,0.1167,6.85,Y,N,10,?,?,?,?,27.98,4,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S662,49,57,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S663,20,57,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,1.092074,0,0.1,0,N,N,?,?,?,?,0.2,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S664,39,58,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.283168,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S665,18,58,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,35,?,20.821912,0,0,0,Y,N,20,?,10.23,?,10.23,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S666,196,58,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S667,130,58,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S668,131,58,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,5,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S669,19,58,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,2.533876,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S670,150,59,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0,0.003224,0,0,N,N,?,?,?,?,?,38,0,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S671,57,59,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,Y,?,14.99,0,0.173001,0,11.2167,N,Y,?,30,?,?,?,20.02,0,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S672,33,59,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,N,1,?,0.999051,0,0,0,N,N,?,?,?,?,3,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S673,17,59,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.042116,0.036511,0,0,N,N,?,?,?,?,1,?,5,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S674,20,59,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,N,3,?,7.567307,0,0,0,Y,N,25,?,?,?,15.8,?,36,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S675,58,60,Male,Malaysia,2,KEDAH,NORTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S676,55,60,Male,Malaysia,2,KEDAH,NORTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S677,58,60,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S678,29,60,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,13.561069,0,29.35,0,N,N,?,?,?,?,9.3,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S679,77,60,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,7.597903,0,2.45,0,Y,N,20,?,?,?,3,?,39,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S680,28,60,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S681,23,60,Female,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/05/2022,Y,Y,35,35,4.059796,3.531849,5.85,0.6333,Y,Y,35,35,?,?,35,35.2,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S682,130,60,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,22,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S683,237,60,Unspecified,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S684,25,60,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,34.99,?,0.373963,0.007013,0.35,0,N,N,?,?,?,?,35.29,?,11,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S685,72,61,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S686,60,61,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,29.98,?,0.285009,0,0,0,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S687,34,61,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,1.321349,0,1.35,0,N,N,?,?,?,?,5.9,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S688,240,61,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,Y,35,34.99,0,2.345186,0,5.15,Y,Y,65,10,?,?,4,36.99,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S689,48,61,Female,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,25.15,N,Y,?,20,?,?,?,11.4,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S690,44,61,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S691,139,61,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,Y,N,25,?,?,?,30,?,2,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S692,67,61,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S693,33,61,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.002316,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S694,85,61,Female,Malaysia,7,PAHANG,EASTERN,Active,Active,N,?,N,N,?,?,4.03907,0,22.2167,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S695,59,61,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,34.99,?,0.000007,0.005721,0,0,Y,Y,30,30,?,?,34.99,?,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
